substance_id	substance_name	num_of_patient_ts	num_of_drug
184	Betamethasone Dipropionate, Salicylic Acid	0	1
185	Betamethasone Sodium Phosphate	0	3
186	Betamethasone Valerate	0	3
187	Betamethasone Valerate, Fusidic Acid	0	3
188	Betamethasone, Calcipotriol	0	1
189	Betamethasone, Chloramphenicol	0	1
190	Betamethasone, Salicylic Acid	0	2
192	Betaxolol Hydrochloride	0	5
194	Betula Alba, Depigmented Polymerized Pollen Extract, Alnus Glutinosa Pollen, Depigmented Polymerized Extract, Corylus Avellana Pollen, Depigmented Polymerized Extract	0	1
195	Betula Verrucosa Pollen	0	1
196	Betula, Aluminium Hydroxide	0	1
197	Betula, Phleum Pratense, Holcus Lanatus, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale	0	1
198	Betula, Plantago Lanceolata, Phleum Pratense, Holcus Lanatus, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale	0	1
199	Betulae Folium	0	4
200	Betulae Folium, Equisetum, Common Bean Pod, Seed-Free, Arctostaphylos Uva-Ursi Leaf	0	1
201	Betulae Folium, Solidaginis Herba, Orthosiphon Folium, Arctostaphylos Uva-Ursi Leaf	0	1
202	Bevacizumab Gamma	0	2
203	Bezafibrate	0	1
205	Bilastine	0	33
206	Bilastine Monohydrate	0	3
207	Bimatoprost	0	12
208	Bimekizumab	0	1
209	Biotin	0	3
210	Biperiden Hydrochloride	0	6
211	Biperiden Lactate	0	4
212	Bisacodyl	0	5
214	Bismuth	0	1
215	Bismuth Subgallate	0	1
216	Bisoprolol	0	2
217	Bisoprolol Fumarate	0	29
218	Bisoprolol Fumarate Ph. Eur.	0	1
220	Bisoprolol Fumarate, Hydrochlorothiazide	0	8
221	Bisoprolol Fumarate, Perindopril Arginine	0	2
224	Bitter Candytuft Fresh Plant Extract, Matricaria Liquid Extract, Menthae Piperitae Folium, Melissae Folii Dry Aqueous Extract, Glycyrrhiza Glabra Root, Carvi Extractum Fluidum	0	4
225	Bitter Fennel Oil	0	2
226	Bivalirudin	0	3
228	Bleomycin Sulfate	0	2
230	Blinatumomab	0	1
231	Boric Acid, Calendula Officinalis Mother Tincture, Phytolacca Decandra Mother Tincture, Benzoin Siam Mother Tincture, Bryonia Mother Tincture	0	1
232	Bortezomib	0	28
233	Bos Spp. (713)	0	1
234	Bosentan	0	9
235	Bosentan Monohydrate	0	7
236	Bosutinib	0	7
237	Bosutinib Dihydrate	0	1
238	Botulinum Toxin, Type A, Purified Neurotoxin Component	0	12
239	Brimonidine Tartrate	0	10
240	Brinzolamide	0	10
241	Brinzolamide, Brimonidine Tartrate	0	4
243	Brivaracetam	0	17
244	Brivudine	0	3
245	Brolucizumab	0	1
246	Bromazepam	0	6
247	Bromfenac	0	1
248	Bromhexine	0	1
249	Bromhexine Hydrochloride	0	16
250	Bromocriptine Mesilate	0	1
251	Brotizolam	0	1
252	Bryonia C3, Arisaema Triphyllum C3, Atropa Bella-Donna C6, Calendula Officinalis C6, Kalium Bichromicum C6, Aconitum Napellus C3, Ferrum Phosphoricum C6, Hepar Sulfuris C6, Mercurius Solubilis Hahnemanni C6, Populus Candicans C6, Euspongia Officinalis C6	0	1
253	Bryonia Dioica, Arisaema Triphyllum C3, Atropa Bella-Donna C6, Calendula Officinalis C6, Kalium Bichromicum C6, Aconitum Napellus C3, Ferrum Phosphoricum C6, Hepar Sulfuris C6, Populus Candicans C6, Mercurius Solubilis, Spongia Tosta	0	1
254	Bryophyllum Rh Dil. D5, Conchae Dil. D7 Aquos.	0	1
255	Budesonide	0	36
256	Budesonide, Formoterol Fumarate Dihydrate	0	12
259	Bupivacaine Hydrochloride Monohydrate	0	3
261	Bupivacaine Hydrochloride, Anhydrous	0	4
263	Buprenorphine	0	26
264	Buprenorphine Hydrochloride	0	6
265	Buprenorphine, Naloxone	0	8
267	Bupropion Hydrochloride	0	5
268	Buspirone Hydrochloride	0	3
269	Busulfan	0	6
270	Butamirate Citrate	0	4
271	C1 Esterase Inhibitor (Human)	0	12
272	Cabazitaxel	0	5
273	Cabergoline	0	2
274	Calcium	0	4
275	Calcium Carbonate	0	2
276	Calcium Carbonate, Calcium Lactate Gluconate	0	2
277	Calcium Carbonate, Calcium Lactate Gluconate, Cholecalciferol Concentrate (Powder Form)	0	1
279	Calcium Carbonicum D6	0	1
280	Calcium Carbonicum Hahnemanni D6, Delphinium Staphisagria D6, Calcium Fluoratum D6, Matricaria Recutita D4, Podophyllum Peltatum D6, Atropa Bella-Donna D8	0	1
281	Calcium Carbonicum Hahnemanni Trit. D6, Calcium Fluoratum Trit D6, Calcium Phosphoricum Trit. D6, Sulfur Jodatum Trit D12	0	1
282	Calcium Chloride Dihydrate	0	5
283	Calcium Dobesilate	0	1
284	Calcium Folinate	0	3
285	Calcium Folinate Pentahydrate	0	1
286	Calcium Gluconate	0	1
287	Calcium Gluconate Bp	0	1
288	Calcium Gluconate For Injection	0	1
289	Calcium Gluconate Monohydrate	0	1
290	Calcium Levofolinate	0	2
291	Calcium Levofolinate Pentahydrate	0	1
292	Calcium Sulfuratum D12	0	1
293	Calcium Sulfuricum Trit. D8, Echinacea Trit. D1, Acidum Silicicum D6, Calcium Iodatum Trit. D4, Kalium Iodatum Trit. D4, Thuja Occidentalis D8	0	1
294	Calcium Undecylenate	0	1
296	Calcium-Sodium-Hydrogencitrate (6:6:3:7)	0	1
297	Calendula Mother Tincture	0	1
298	Calendula Officinalis 2a ├α	0	2
300	Camphor, Eucalyptus Oil, Turpentine Oil, Marjoram Oil	0	1
302	Candesartan Cilexetil	0	3
303	Candida Albicans E Volumine Cellulae (Lyophil., Steril.) D3	0	1
304	Caraway Fruit, Fennel, Bitter, Matricariae Flos, Menthae Piperitae Folium, Pimpinella Anisum	0	1
305	Caraway Fruit, Menthae Piperitae Folium, Turmeric, Javanese, Milk Thistle Fruit, Taraxacum Officinale	0	2
307	Carbidopa, Levodopa	0	6
308	Carbo Betulae, Chamomilla Recutita, Radix, Ethanol. Decoctum ├α, Antimonit Trit. D2	0	2
309	Carbo Vegetabilis, Caraway Oil, Bitter Fennel Fruit Oil, Amethyst, Betula Pendula Ferm 34e ├α, Cochlearia Officinalis Ex Herba Ferm 33b ├α (Hab, Vs. 33b), Fucus Vesiculosus E Planta Tota Ferm 51 ├α (Hab, Vs. 51), Fumaria Officinalis Ex Herba Ferm 33c ├α (Hab, Vs. 33c), Graphites Dil. D11 Aquos., Juniperus Communis E Fructibus Ferm 35a ├α (Hab, Vs. 35a), Oxalis Acetosella E Planta Tota Ferm 34b ├α (Hab, Vs. 34b), Rhamnus Frangula E Cortice Ferm 33e ├α (Hab, Vs. 33e), Rosa E Floribus Ferm Cum Ferro ├α (Hab, Vs. 37a), Tropaeolum Majus Ex Herba Ferm 33b ├α (Hab, Vs. 33b), Urtica Dioica E Planta Tota Ferm 33c ├α (Hab, Vs. 33c), Viola Tricolor Ex Herba Ferm 33e ├α (Hab, Vs. 33e)	0	1
310	Carbocisteine	0	2
311	Carbomer	0	2
312	Carbomer 974p	0	2
313	Carbon Dioxide	0	1
315	Carduus Fruit Dry Extract, Refined And Standardised	0	1
318	Carvedilol	0	1
319	Caspofungin	0	1
320	Cefadroxil	0	1
323	Cefixime	0	1
324	Cefotaxime Sodium	0	2
325	Cefoxitin Sodium	0	1
326	Ceftazidime	0	1
327	Ceftriaxone	0	4
328	Ceftriaxone Disodium	0	1
329	Cefuroxime	0	2
331	Cemiplimab	0	1
332	Centella Asiatica Extract	0	2
333	Cerliponase Alfa	0	1
335	Cetrimide, Chlorhexidine Gluconate	0	1
336	Cetylpyridinium Chloride, Ethanol 70% (V/V)	0	1
337	Cetylpyridinium Chloride, Lidocaine Hydrochloride	0	1
338	Chamomilla Trit. D6	0	1
339	Chamomilla Vulgaris 9ch, Phytolacca Decandra 5ch, Rheum 5ch	0	3
340	Charcoal, Activated	0	1
341	Chelidonium Majus D6, Silybum Marianum D6, Atropa Bella-Donna D6	0	1
343	Chlorambucil	0	4
345	Chlorhexidine Dihydrochloride, Benzocaine, Enoxolone	0	1
346	Chlorhexidine Dihydrochloride, Dexpanthenol	0	1
347	Chlorhexidine Dihydrochloride, Lidocaine Hydrochloride	0	3
348	Chlorhexidine Dihydrochloride, Lidocaine Hydrochloride Monohydrate	0	3
349	Chlorhexidine Gluconate	0	2
350	Chlorhexidine Gluconate, Dexpanthenol	0	2
352	Chlormadinone Acetate, Ethinylestradiol	0	4
353	Chloroprocaine Hydrochloride	0	1
354	Chloropyramine Hydrochloride	0	1
355	Chloroxylenol	0	1
356	Chloroxylenol Bp	0	1
357	Chlorphenamine Maleate, Ascorbic Acid, Paracetamol	0	2
358	Chlorphenamine Maleate, Paracetamol	0	1
359	Chlorphenamine Maleate, Paracetamol, Caffeine	0	1
361	Chlorphenamine Maleate, Tramazoline Hydrochloride	0	1
362	Chlorphenamine, Paracetamol, Phenylephrine	0	1
365	Ciclopirox	0	2
366	Ciclosporin	0	1
367	Cilostazol	0	1
368	Cimicifuga Dil D1	0	1
369	Cimicifuga Racemosa Dil. D4, Gelsemium Dil. D3, Iris Versicolor Dil. D2, Sanguinaria Canadensis Dil. D12, Spigelia Anthelmia Dil. D4	0	1
370	Cimicifuga Rhizome Dry Extract	0	1
371	Cinnarizine	0	1
372	Cinnarizine, Dimenhydrinate	0	1
373	Ciprofloxacin Hydrochloride Monohydrate	0	2
374	Cisatracurium Besilate	0	1
375	Citalopram	0	1
376	Cladribine	0	5
379	Clindamycin, Tretinoin	0	5
380	Clioquinol, Flumetasone Pivalate (Ph. Eur.)	0	1
381	Clobazam	0	1
382	Clobetasol Propionate	0	4
383	Clodronate Disodium Tetrahydrate	0	1
384	Clofarabine	0	1
385	Clonidine Hydrochloride	0	2
386	Cloperastine Hydrochloride	0	1
388	Clopidogrel Hydrogen Sulfate	0	1
389	Clostridium Botulinum Neurotoxin Type A (150kd), Free Of Complexing Proteins	0	3
390	Clotrimazole	0	2
391	Clotrimazole, Metronidazole	0	1
392	Clozapine	0	5
393	Cocculus Trit. D4, Cypripedium Pubescens Trit. D4, Ignatia Trit. D6, Lilium Tigrinum Trit. D6, Passiflora Incarnata Trit. D3, Platinum Metallicum Trit. D8, Valeriana Trit. D2, Zincum Valerianicum Trit. D3, Cimicifuga Racemosa D3	0	1
394	Colchicum Autumnale Trit. D 4, Ferrum Phosphoricum Trit. D6, Rhus Toxicodendron Trit. D6, Natrium Carbonicum Trit. D4, Strychnos Nux-Vomica D6, Lithium Carbonicum Trit. D3	0	1
395	Colecalciferol	0	17
396	Colecalciferol Concentrate (Oily Form)	0	1
397	Colecalciferol, Alendronate Sodium Trihydrate	0	3
400	Colistin Sulfate	0	1
401	Common Bean Pod, Seed-Free	0	1
402	Coriander, Fennel, Bitter, Gentian Root, Ocimum Basilicum, Pimpinella Anisum, Taraxacum Officinale, Centaurium Erythraea	0	1
403	Corylus Avellana L.	0	1
404	Corylus Avellana, Alnus, Aluminium Hydroxide	0	1
405	Creosote, Guaiacol, Reconstituted Essential Oil Of Pine, Cineole	0	1
406	Crotalus Horridus Dil. D 8, Lachesis Dil. D10	0	1
407	Crystalline Glucosamine Sulfate	0	1
408	Cuprum Arsenicosum D12	0	1
409	Cyanocobalamin	0	3
411	Cyclamen Purpurascens Trit. D 3, Gelsemium Sempervirens Trit. D 4, Melilotus Officinalis Trit. D 2, Primula Veris Trit. D 3, Sanguinaria Canadensis Trit. D 6, Strychnos Nux-Vomica Trit D4, Thea Chinensis (Hab 34) Trit. D 3	0	1
415	Cytisinicline	0	2
416	D-Biotin	0	1
418	Dacarbazine	0	1
419	Dalbavancin	0	5
420	Dalbavancin Hydrochloride	0	1
421	Dantrolene Sodium	0	1
422	Dapagliflozin	0	25
423	Dapivirine	0	1
424	Dapoxetine	0	1
425	Dapsone	0	2
426	Dapsone Ph. Eur.	0	1
427	Daptomycin	0	24
428	Daratumumab	0	1
429	Darifenacin	0	3
430	Darunavir	0	14
431	Dasatinib	0	18
432	Daunorubicin	0	1
433	Daunorubicin Hydrochloride	0	5
434	Decitabine	0	2
435	Deferasirox	0	23
436	Deferiprone	0	1
437	Deferoxamine Mesilate	0	5
438	Defibrotide	0	1
439	Deflazacort	0	1
440	Degarelix	0	1
441	Delamanid	0	1
442	Delapril Hydrochloride, Indapamide	0	1
443	Delorazepam	0	3
445	Dengue Virus, Serotype 2, Live, Attenuated, Dengue Virus, Serotype 2, Expressing Dengue Virus, Serotype 1, Surface Proteins, Live, Attenuated, Dengue Virus, Serotype 2, Expressing Dengue Virus, Serotype 3, Surface Proteins, Live, Attenuated, Dengue Virus, Serotype 2, Expressing Dengue Virus, Serotype 4, Surface Proteins, Live, Attenuated	0	1
446	Denosumab	0	3
447	Deoxycholic Acid	0	1
448	Deproteinised Hemoderivative Of Calf Blood	0	2
449	Dequalinium Chloride	0	1
451	Desflurane	0	3
452	Desloratadine	0	35
453	Desloratadine, Pseudoephedrine Sulphate	0	1
454	Desmopressin	0	6
456	Desmopressin Acetate Trihydrate	0	3
457	Desogestrel	0	5
458	Desogestrel, Ethinylestradiol	0	9
459	Desoximetasone	0	1
462	Devil's Claw Root Dry Extract (4.4-5.0:1)	0	1
463	Dexamethasone	0	27
464	Dexamethasone Disodium Phosphate	0	2
465	Dexamethasone Palmitate	0	1
468	Dexamethasone Sodium Phosphate, Gentamicin Sulfate	0	2
469	Dexamethasone Sodium Phosphate, Neomycin Sulfate	0	1
470	Dexamethasone, Tobramycin	0	2
471	Dexamfetamine Sulfate	0	4
472	Dexchlorpheniramine Maleate	0	1
473	Dexketoprofen	0	12
474	Dexketoprofen Trometamol	0	3
475	Dexmedetomidine	0	24
476	Dexmedetomidine Hydrochloride	0	2
477	Dexpanthenol	0	5
479	Dextromethorphan	0	1
480	Dextromethorphan Hydrobromide	0	6
481	Dextromethorphan Hydrobromide, Dexpanthenol	0	1
482	Dextromethorphan Hydrobromide, Guaifenesin	0	1
483	Dextromethorphan Hydrobromide, Pseudoephedrine Hydrochloride, Triprolidine Hydrochloride	0	1
484	Diacerein	0	1
485	Diamorphine Hydrochloride	0	1
486	Diazepam	0	12
487	Dibrompropamidine Isetionate	0	1
488	Diclofenac	0	2
489	Diclofenac Diethylamine	0	25
490	Diclofenac Epolamine	0	2
491	Diclofenac Potassium	0	7
493	Diclofenac Sodium, Lidocaine Hydrochloride	0	1
494	Diclofenac Sodium, Omeprazole	0	2
496	Dienogest	0	8
497	Dienogest, Estradiol Valerate	0	1
498	Dienogest, Ethinylestradiol	0	14
499	Diethylamine Salicylate	0	1
501	Digoxin	0	3
502	Dihydrocodeine Tartrate	0	1
504	Dimenhydrinate	0	2
506	Dimeticone, Colloidal Silicon Dioxide	0	1
507	Dimetindene Maleate	0	15
508	Dioscorea Nipponica Root	0	1
510	Diosmin	0	6
513	Diphenhydramine Hydrochloride, Guaifenesin, Levomenthol	0	1
514	Diphenhydramine Hydrochloride, Levomenthol	0	2
516	Diphtheria Toxoid, Tetanus Toxoid, Pertussis Toxoid, Pertussis Filamentous Haemagglutinin, Poliovirus (Inactivated) Type 3 (Saukett Strain), Poliovirus (Inactivated) Type 2 (Mef-1 Strain), Poliovirus (Inactivated) Type 1 (Mahoney Strain), Algeldrate	0	3
517	Disodium Phosphate, Anhydrous, Sodium Hydrogen Carbonate, Magnesium Sulfate, Sodium Sulfate Anhydrous	0	1
518	Dl-Alpha Tocopherol Acetate	0	1
519	Docetaxel	0	1
520	Docusate Sodium, Glycerol	0	1
521	Donidalorsen	0	1
522	Dorzolamide	0	1
523	Dorzolamide Hydrochloride	0	1
524	Doxazosin	0	1
525	Doxazosin Mesilate	0	1
526	Doxorubicin Hydrochloride	0	2
528	Doxylamine Hydrogen Succinate, Pyridoxine Hydrochloride	0	1
529	Droperidol	0	2
530	Drospirenone, Ethinylestradiol	0	13
531	Dry Bearberry Leaf Extract (Der 2.5 - 4.5:1)	0	1
532	Dry Extract (4.2-5.6:1) Of Cascara 57-108 Mg, Corresponding To 20 Mg Of Hydroxyanthracene Derivatives, Calculated As Cascaroside A, Extraction Solvent: Ethanol 52% M/M	0	1
534	Dry Extract From Arctium Lappa Root, Equivalent To 798 Mg έΑΥ 1596 Mg Of Arctium Lappa Root, Extraction Solvent: Ethanol 70% (V/V)	0	2
535	Dry Extract From Black Cohosh Rhizome And Root, Equivalent To 25 Mg - 40 Mg Of Black Cohosh Rhizome And Root, Extraction Solvent: Ethanol 75% (V/V)	0	1
536	Dry Extract From Chaste Tree Fruits (7-11:1), Extraction Solvent: Ethanol 70% (V/V)	0	6
537	Dry Extract From Devil's Claw Root, Extraction Solvent: Ethanol 60% V/V	0	1
538	Dry Extract From Milk Thistle (36-44:1) Corresponding To 108 Mg Of Silymarin (Hplc) Or 140 Mg Silymarin (Dnph), Expressed As Silibinin, Extraction Solvent: Ethyl Acetate 98% (V/V)	0	1
539	Dry Extract From Milk Thistle Fruit (Der 36-44:1) Equivalent To 75.0-80.9% Silymarin (Dnph) And 58.0-62.5% (Hplc), Expressed As Silibinin, Extraction Solvent: Ethyl Acetate	0	1
540	Dry Extract From Milk Thistle Fruit (Equivalent To 1.721 G έΑΥ 5.000 G Of Milk Thistle Fruits) Corresponding To 50 Mg Of Silymarin, Calculated As Silibinin. Extraction Solvent, Acetone 95% V/V	0	1
541	Dry Extract From Primula Root (6-7 : 1), Extracting Agent: Ethanol 47.4% (V/V), Dry Extract From Thyme Herb (6-10 : 1), Extracting Agent: Ethanol 70% (V/V)	0	3
543	Dry Extract Of Fresh Artichoke Leaf (1:30-31), Extraction Solvent: Ethanol 65% V/V, Dry Extract Of Fresh Dandelion Herb With Root (1:17-18), Extraction Solvent: Ethanol 51% V/V, Dry Extract Of Boldo Leaf (1:10-11), Extraction Solvent: Ethanol 70% V/V, Tincture From Fresh Peppermint Herb (1:18-19), Extraction Solvent: Ethanol 65% (V/V)	0	1
544	Dry Extract Of Hedera Helix Folium (4-8:1), Extracting Solvent: Ethanol 30 % (V/V)	0	2
545	Dry Extract Of Horse-Chestnut Corresponding To 21 Mg Of Triterpene Glycosides, Expressed As Protoaescigenin: Extraction Solvent: Ethanol 50% (M/M)	0	1
546	Dry Extract Of Marshmallow Root (Der 7-9:1), Extraction Solvent Water, Dry Extract Of Lime Flower (3-8:1), Extraction Solvent: Water, Dry Extract Of Ribwort Plantain (4-6:1), Extraction Solvent: Water	0	3
547	Dry Extract Of Marshmallow Root (Der 7-9:1), Extraction Solvent Water, Dry Extract Of Thyme (7-13:1), Extraction Solvent: Water	0	3
548	Dry Extract Of Passion Flower (5-7: 1), Extraction Solvent: Ethanol 50% (V/V)	0	1
549	Dry Extract Of Rhapontic Rhubarb Root Der (16 - 26 : 1), Extraction Solvent: Aqueous Calcium Hydroxide Solution (Calcium Oxide : Water 1: 38 (M/M))	0	1
550	Dry Extract Of Thyme (2,5 έΑΥ 5 : 1), Extracting Solvents: Ammonia Solution 10% (M/M), Glycerol 85% (M/M), Ethanol 90% (V/V) And Water (1:20:70:109)	0	1
551	Dry Extract Of Thyme (7-13:1), Extraction Solvent: Water, Liquid Extract From Marshmallow Root (1:13), Extraction Solvent: Water	0	1
552	Dry Extract Of Thyme (7-13:1), Extraction Solvent: Water, Liquid Extract From Marshmallow Root (Der 1:12-14), Extraction Solvent: Water	0	3
553	Dry Extract Of Yarrow (5-10: 1), Extraction Solvent: Water	0	1
555	Dutasteride	0	2
557	Ebastine	0	1
558	Echinacea Dil. D2, Gelsemium Sempervirens Dil. D4, Ammi Visnaga Dil. D 2, Blatta Orientalis Urt., Cetraria Islandica Dil. D 3, Datura Stramonium Dil. D 4, Euspongia Officinalis Dil. D 3, Natrium Sulfuricum Dil. D 4, Selenicereus Grandiflorus Dil. D 1, Matricaria Recutita Dil. D3, Grindelia Robusta Mother Tincture, Eriodictyon Californicum Dil. D2, Psychotria Ipecacuanha Dil. D4, Drosera Dil. D2	0	1
559	Edoxaban	0	1
560	Enalapril Maleate, Hydrochlorothiazide	0	4
561	Enalapril Maleate, Lercanidipine Hydrochloride	0	1
562	Enoxaparin Sodium	0	9
564	Entacapone, Levodopa, Carbidopa Monohydrate	0	4
565	Enterococcus Faecium, Lactobacillus Acidophilus, Bifidobacterium Infantis	0	2
566	Enzalutamide	0	1
567	Epinephrine	0	20
568	Epinephrine Bitartrate	0	1
569	Epinephrine Hydrochloride	0	1
570	Epinephrine, Bupivacaine Hydrochloride, Anhydrous	0	2
572	Epirubicin Hydrochloride	0	2
573	Eplerenone	0	1
574	Epoetin Alfa	0	2
575	Eprosartan	0	1
576	Eprosartan Mesilate	0	2
577	Eprosartan Mesilate, Hydrochlorothiazide	0	1
579	Erenumab	0	1
580	Eriodictyon Californicum Dil. D2, Antimonium Arsenicosum Dil. D8, Psychotria Ipecacuanha Dil. D4, Lobelia Inflata Dil. D4, Grindelia Robusta Dil. D2	0	1
581	Erythromycin Cyclocarbonate	0	2
582	Erythromycin, Tretinoin	0	1
583	Escherichia Coli Strain Nissle 1917	0	1
584	Escin	0	1
585	Escitalopram	0	1
586	Escitalopram Oxalate	0	4
587	Eslicarbazepine Acetate	0	4
588	Esmolol Hydrochloride	0	3
589	Esomeprazole	0	1
590	Estradiol	0	5
591	Estradiol Hemihydrate	0	10
593	Estradiol, Levonorgestrel	0	2
594	Etamsylate	0	3
596	Ethanol (96 Per Cent), Majoranae Herba	0	1
597	Ethanol (96 Per Cent), Menthol	0	1
598	Ethanol 99%	0	1
599	Ethanol, Tartrazine, Camphor, Synthetic	0	1
600	Ethinylestradiol, Etonogestrel	0	1
601	Ethinylestradiol, Gestodene	0	5
602	Ethinylestradiol, Levonorgestrel	0	14
603	Ethinylestradiol, Norelgestromin	0	1
604	Ethinylestradiol, Norethisterone	0	1
605	Ethinylestradiol, Norgestimate	0	1
606	Ethosuximide	0	1
607	Ethyl Esters Of Iodised Fatty Acids From Poppyseed Oil	0	1
608	Ethyl Salicylate, Hydroxyethyl Salicylate, Methyl Nicotinate, Methyl Salicylate	0	1
609	Etilefrine Hydrochloride	0	1
611	Etofenamate	0	10
612	Etoposide	0	8
613	Etoricoxib	0	25
614	Eucalyptus Leaf	0	1
615	Eucalyptus Oil	0	1
616	Everolimus	0	29
617	Exemestane	0	10
619	Extract Of Phoradendron Leucarpum Herb (1:50), Extraction Solvent: Sodium Monohydrogen Phosphate Dihydrate, Ascorbic Acid And Water For Injection (2.03:0.34:97.63)	0	1
622	Ezetimibe, Rosuvastatin Zinc	0	2
624	Famciclovir	0	1
625	Febuxostat	0	14
626	Febuxostat Hemihydrate	0	1
627	Felodipine	0	7
628	Fennel Fruit Sweet	0	1
629	Fenofibrate	0	12
630	Fenofibrate (Nanonised)	0	4
632	Fenoterol Hydrobromide, Ipratropium Bromide	0	1
633	Fenoterol Hydrobromide, Ipratropium Bromide Anhydrous	0	1
634	Fentanyl	0	17
635	Fentanyl Citrate	0	6
636	Fenticonazole Nitrate	0	2
637	Ferric Carboxymaltose	0	6
638	Ferric Derisomaltose	0	2
639	Ferric Hydroxide Polymaltose Complex	0	2
640	Ferrous (Ii) Glycine Sulfate Complex	0	3
641	Ferrous Fumarate	0	1
642	Ferrous Gluconate	0	7
643	Ferrous Sulfate	0	2
645	Ferrum Phosphoricum Dil. D 10, Filipendula Ulmaria Dil. D4, Ferrum Metallicum Dil. D10, Ferrum Metallicum Dil. D30, Ferrum Metallicum Dil. D200, Ferrum Phosphoricum Dil. D30, Ferrum Phosphoricum Dil. D200, Ferrum Sulfuricum Dil. D10, Ferrum Sulfuricum Dil. D30, Ferrum Sulfuricum Dil. D200, Ferrum Sesquichloratum Solutum Dil. D6, Ferrum Sesquichloratum Solutum Dil. D10, Ferrum Sesquichloratum Solutum Dil. D30, Ferrum Sesquichloratum Solutum Dil. D200, Filipendula Ulmaria Dil. D10, Filipendula Ulmaria Dil. D30, Filipendula Ulmaria Dil. D200, Ferrum Sulfuricum Dil. D8 Aquos	0	1
646	Ferrum Phosphoricum Dil. D8 Aquos.	0	1
647	Ferrum Phosphoricum Trit D3	0	1
648	Ferrum Phosphoricum Trit. D6	0	1
649	Fesoterodine	0	2
650	Fesoterodine Fumarate	0	10
651	Fexofenadine Hydrochloride	0	12
652	Fidaxomicin	0	1
653	Filgrastim	0	1
654	Finasteride	0	1
655	Fingolimod	0	8
656	Fingolimod Hydrochloride	0	2
657	Flecainide Acetate	0	1
659	Fludeoxyglucose (18f)	0	1
660	Fluid Extract From Ivy Leaves (1:1), Extracting Agent: Ethanol 70% (V/V), Liquid Extract From Thyme Herb (Der 1:2-2,5), Extraction Solvents: Ammonia Solution 10 % (M/M), Glycerol 85%, Ethanol 90%, Water (1:20:70:109)	0	5
663	Flunisolide	0	2
664	Fluorescein Sodium	0	1
665	Fluorescein Sodium, Lidocaine Hydrochloride	0	1
667	Fluorocholine (18f)	0	1
668	Fluorocholine (18f) Chloride	0	2
669	Fluoroethyltyrosine F-18	0	2
670	Fluorouracil, Salicylic Acid	0	2
671	Fluoxetine	0	1
672	Fluoxetine Hydrochloride	0	1
673	Flupentixol Hydrochloride, Melitracen Hydrochloride	0	1
674	Fluprednidene Acetate, Gentamicin Sulfate	0	1
675	Fluprednidene Acetate, Miconazole Nitrate	0	1
676	Flurbiprofen	0	5
677	Fluticasone Propionate	0	1
678	Fluticasone Propionate, Formoterol Fumarate Dihydrate	0	1
679	Fluticasone Propionate, Salmeterol	0	6
680	Fluticasone Propionate, Salmeterol Xinafoate	0	1
681	Fluticasone, Salmeterol	0	2
682	Fluvoxamine Maleate	0	1
683	Folic Acid	0	1
684	Folic Acid Hydrate	0	1
685	Folic Acid, Anhydrous	0	1
687	Folic Acid, Ferrous Fumarate	0	1
688	Folic Acid, Ferrous Sulfate	0	1
689	Folic Acid, Iron(Iii) Ion	0	1
690	Folinic Acid	0	7
691	Follicle-Stimulating Hormone, Luteinising Hormone	0	2
692	Follitropin Alfa	0	1
693	Formica Rufa Dil. D4, Causticum Hahnemanni Dil. D4, Ledum Palustre Dil. D4, Phytolacca Americana Dil. D4, Strychnos Nux-Vomica Dil. D4, Sulfur Dil. D7, Rhododendron Dil. D4, Rhus Toxicodendron Dil. D3	0	1
694	Formoterol Fumarate Dihydrate	0	3
695	Frovatriptan	0	3
696	Furosemide Sodium	0	1
697	Furosemide, Amiloride Hydrochloride Dihydrate	0	1
698	Fusidic Acid	0	4
699	Galantamine	0	1
700	Gallus Spp. (701)	0	1
701	Garlic Powder, Nettle Leaf Powder, Charcoal, Activated, Dry Animal Bile Powder	0	1
702	Gemfibrozil	0	2
703	Gentamicin Sulfate, Dexamethasone	0	1
704	Gentamicin, Betamethasone	0	1
705	Gentamicin, Betamethasone, Clotrimazole	0	1
706	Ginkgo Biloba Leaf Extract	0	1
707	Ginkgo Leaf Dry Extract, Refined And Quantified	0	2
708	Glibenclamide	0	1
709	Gliclazide	0	8
710	Glimepiride	0	2
711	Glucose, Anhydrous, Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate	0	1
712	Glucose, Anhydrous, Sodium Hydrogen Carbonate, Potassium Chloride, Sodium Chloride, Citric Acid	0	1
715	Glycerol, Sucrose	0	1
716	Glyceryl Trinitrate	0	1
717	Glycine, L-Lysine Monohydrochloride, Pyridoxine Hydrochloride, L-Tryptophan, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Histidine Monohydrochloride Monohydrate, L-Arginine Hydrochloride, L-Aspartic Acid, L-Phenylalanine, L-Glutamic Acid, L-Alanine	0	1
719	Gramicidin, Neomycin, Fluocinolone Acetonide	0	1
720	Griseofulvin	0	1
