dept_name	shift_id	subclass	                                                       required_staff
Neurology	491	Nurse with rank: Supervisor_Nurse	1
Emergency Department	492	Administrative staff with role: Procurement Officer	1
Emergency Department	492	Administrative staff with role: Software Applications Administrator (Software)	1
Emergency Department	492	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	1
Emergency Department	492	Nurse with rank: Assistant_Nurse	3
Emergency Department	492	Nurse with rank: Senior_Nurse	2
Emergency Department	492	Nurse with rank: Supervisor_Nurse	1
Emergency Department	493	Administrative staff with role: Human Resources Manager	1
Emergency Department	493	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Emergency Department	493	Doctor with specialty: Cardiology	1
Emergency Department	493	Doctor with specialty: Orthopedics	2
Emergency Department	493	Nurse with rank: Assistant_Nurse	3
Emergency Department	493	Nurse with rank: Senior_Nurse	1
Emergency Department	493	Nurse with rank: Supervisor_Nurse	2
Emergency Department	494	Administrative staff with role: Human Resources Manager	1
Emergency Department	494	Administrative staff with role: Procurement Officer	1
Emergency Department	494	Doctor with specialty: General Surgery	1
Emergency Department	494	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	1
Emergency Department	494	Doctor with specialty: Orthopedics	1
Emergency Department	494	Nurse with rank: Assistant_Nurse	5
Emergency Department	494	Nurse with rank: Supervisor_Nurse	1
ICU (Intensive Care Unit)	495	Administrative staff with role: Accountant	1
ICU (Intensive Care Unit)	495	Administrative staff with role: Human Resources Manager	1
ICU (Intensive Care Unit)	495	Nurse with rank: Assistant_Nurse	2
ICU (Intensive Care Unit)	495	Nurse with rank: Senior_Nurse	2
ICU (Intensive Care Unit)	495	Nurse with rank: Supervisor_Nurse	2
ICU (Intensive Care Unit)	496	Administrative staff with role: Accountant	1
ICU (Intensive Care Unit)	496	Administrative staff with role: Secretary	1
ICU (Intensive Care Unit)	496	Doctor with specialty: Nephrology	1
ICU (Intensive Care Unit)	496	Doctor with specialty: Pulmonology	1
ICU (Intensive Care Unit)	496	Doctor with specialty: Rheumatology	1
ICU (Intensive Care Unit)	496	Nurse with rank: Assistant_Nurse	1
ICU (Intensive Care Unit)	496	Nurse with rank: Senior_Nurse	2
ICU (Intensive Care Unit)	496	Nurse with rank: Supervisor_Nurse	3
ICU (Intensive Care Unit)	497	Administrative staff with role: Accountant	1
ICU (Intensive Care Unit)	497	Administrative staff with role: Secretary	1
ICU (Intensive Care Unit)	497	Doctor with specialty: Nephrology	1
ICU (Intensive Care Unit)	497	Doctor with specialty: Pulmonology	1
ICU (Intensive Care Unit)	497	Doctor with specialty: Rheumatology	1
ICU (Intensive Care Unit)	497	Nurse with rank: Assistant_Nurse	2
ICU (Intensive Care Unit)	497	Nurse with rank: Supervisor_Nurse	4
Orthopedics	498	Administrative staff with role: Accountant	1
Orthopedics	498	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Orthopedics	498	Nurse with rank: Assistant_Nurse	3
Orthopedics	498	Nurse with rank: Senior_Nurse	1
Orthopedics	498	Nurse with rank: Supervisor_Nurse	2
Orthopedics	499	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Orthopedics	499	Administrative staff with role: Software Applications Administrator (Software)	1
Orthopedics	499	Doctor with specialty: Orthopedics	1
Orthopedics	499	Doctor with specialty: Physical Medicine & Rehabilitation	1
Orthopedics	499	Doctor with specialty: Rheumatology	1
Orthopedics	499	Nurse with rank: Assistant_Nurse	1
Orthopedics	499	Nurse with rank: Senior_Nurse	2
Orthopedics	499	Nurse with rank: Supervisor_Nurse	3
Orthopedics	500	Administrative staff with role: Procurement Officer	1
Orthopedics	500	Administrative staff with role: Secretary	1
Orthopedics	500	Doctor with specialty: Orthopedics	2
Orthopedics	500	Doctor with specialty: Physical Medicine & Rehabilitation	1
Orthopedics	500	Nurse with rank: Assistant_Nurse	2
Orthopedics	500	Nurse with rank: Supervisor_Nurse	4
OB/GYN	501	Administrative staff with role: Network and Computer Administrator (Hardware)	2
OB/GYN	501	Nurse with rank: Assistant_Nurse	3
OB/GYN	501	Nurse with rank: Senior_Nurse	1
OB/GYN	501	Nurse with rank: Supervisor_Nurse	2
OB/GYN	502	Administrative staff with role: Network and Computer Administrator (Hardware)	1
OB/GYN	502	Administrative staff with role: Procurement Officer	1
OB/GYN	502	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	3
OB/GYN	502	Nurse with rank: Assistant_Nurse	1
OB/GYN	502	Nurse with rank: Senior_Nurse	4
OB/GYN	502	Nurse with rank: Supervisor_Nurse	1
OB/GYN	503	Administrative staff with role: Accountant	1
OB/GYN	503	Administrative staff with role: Secretary	1
OB/GYN	503	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	3
OB/GYN	503	Nurse with rank: Assistant_Nurse	2
OB/GYN	503	Nurse with rank: Senior_Nurse	3
OB/GYN	503	Nurse with rank: Supervisor_Nurse	1
Anesthesiology	504	Administrative staff with role: Procurement Officer	1
Anesthesiology	504	Administrative staff with role: Software Applications Administrator (Software)	1
Anesthesiology	504	Nurse with rank: Assistant_Nurse	1
Anesthesiology	504	Nurse with rank: Senior_Nurse	3
Anesthesiology	504	Nurse with rank: Supervisor_Nurse	2
Anesthesiology	505	Administrative staff with role: Software Applications Administrator (Software)	2
Anesthesiology	505	Doctor with specialty: Anesthesiology	2
Anesthesiology	505	Doctor with specialty: Ophthalmology	1
Anesthesiology	505	Nurse with rank: Assistant_Nurse	3
Anesthesiology	505	Nurse with rank: Senior_Nurse	1
Anesthesiology	505	Nurse with rank: Supervisor_Nurse	2
Anesthesiology	506	Administrative staff with role: Human Resources Manager	1
Anesthesiology	506	Administrative staff with role: Software Applications Administrator (Software)	1
Anesthesiology	506	Doctor with specialty: Anesthesiology	2
Anesthesiology	506	Doctor with specialty: Ophthalmology	1
Anesthesiology	506	Nurse with rank: Assistant_Nurse	1
Anesthesiology	506	Nurse with rank: Senior_Nurse	4
Anesthesiology	506	Nurse with rank: Supervisor_Nurse	1
Psychiatry	507	Administrative staff with role: Human Resources Manager	1
Psychiatry	507	Administrative staff with role: Software Applications Administrator (Software)	1
Psychiatry	507	Doctor with specialty: Psychiatry	1
Psychiatry	507	Nurse with rank: Assistant_Nurse	4
Psychiatry	507	Nurse with rank: Senior_Nurse	1
Psychiatry	507	Nurse with rank: Supervisor_Nurse	1
Psychiatry	508	Administrative staff with role: Human Resources Manager	1
Psychiatry	508	Administrative staff with role: Procurement Officer	1
Psychiatry	508	Doctor with specialty: Psychiatry	3
Psychiatry	508	Nurse with rank: Assistant_Nurse	3
Psychiatry	508	Nurse with rank: Senior_Nurse	1
Psychiatry	508	Nurse with rank: Supervisor_Nurse	2
Psychiatry	509	Administrative staff with role: Accountant	1
Psychiatry	509	Administrative staff with role: Secretary	1
Psychiatry	509	Doctor with specialty: Cardiac Surgery	1
Psychiatry	509	Doctor with specialty: Psychiatry	2
Psychiatry	509	Nurse with rank: Assistant_Nurse	2
Psychiatry	509	Nurse with rank: Senior_Nurse	1
Psychiatry	509	Nurse with rank: Supervisor_Nurse	3
Pulmonology	510	Administrative staff with role: Procurement Officer	1
Pulmonology	510	Administrative staff with role: Software Applications Administrator (Software)	1
Pulmonology	510	Doctor with specialty: Oncology	1
Pulmonology	510	Doctor with specialty: Pulmonology	1
Pulmonology	510	Nurse with rank: Senior_Nurse	2
Pulmonology	510	Nurse with rank: Supervisor_Nurse	4
Pulmonology	511	Administrative staff with role: Human Resources Manager	1
Pulmonology	511	Administrative staff with role: Software Applications Administrator (Software)	1
Pulmonology	511	Doctor with specialty: Pathology	1
Pulmonology	511	Doctor with specialty: Pulmonology	2
Pulmonology	511	Nurse with rank: Assistant_Nurse	1
Pulmonology	511	Nurse with rank: Senior_Nurse	2
Pulmonology	511	Nurse with rank: Supervisor_Nurse	3
Pulmonology	512	Administrative staff with role: Accountant	1
Pulmonology	512	Administrative staff with role: Secretary	1
Pulmonology	512	Doctor with specialty: Oncology	1
Pulmonology	512	Doctor with specialty: Pulmonology	2
Pulmonology	512	Nurse with rank: Assistant_Nurse	3
Pulmonology	512	Nurse with rank: Senior_Nurse	1
Pulmonology	512	Nurse with rank: Supervisor_Nurse	2
Biopathology	513	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Biopathology	513	Administrative staff with role: Procurement Officer	1
Biopathology	513	Doctor with specialty: Microbiology	2
Biopathology	513	Doctor with specialty: Pathology	1
Biopathology	513	Nurse with rank: Assistant_Nurse	3
Biopathology	513	Nurse with rank: Senior_Nurse	1
Biopathology	513	Nurse with rank: Supervisor_Nurse	2
Biopathology	514	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Biopathology	514	Administrative staff with role: Secretary	1
Biopathology	514	Doctor with specialty: Biopathology	1
Biopathology	514	Doctor with specialty: Microbiology	2
Biopathology	514	Nurse with rank: Assistant_Nurse	3
Biopathology	514	Nurse with rank: Senior_Nurse	2
Biopathology	514	Nurse with rank: Supervisor_Nurse	1
Biopathology	515	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Biopathology	515	Administrative staff with role: Procurement Officer	1
Biopathology	515	Doctor with specialty: Microbiology	1
Biopathology	515	Doctor with specialty: Pathology	1
Biopathology	515	Doctor with specialty: Radiology	1
Biopathology	515	Nurse with rank: Assistant_Nurse	1
Biopathology	515	Nurse with rank: Senior_Nurse	2
Biopathology	515	Nurse with rank: Supervisor_Nurse	3
Endocrinology	516	Administrative staff with role: Human Resources Manager	1
Endocrinology	516	Administrative staff with role: Procurement Officer	1
Endocrinology	516	Nurse with rank: Assistant_Nurse	4
Endocrinology	516	Nurse with rank: Senior_Nurse	1
Endocrinology	516	Nurse with rank: Supervisor_Nurse	1
Endocrinology	517	Administrative staff with role: Human Resources Manager	1
Endocrinology	517	Administrative staff with role: Procurement Officer	1
Endocrinology	517	Doctor with specialty: Endocrinology	2
Endocrinology	517	Doctor with specialty: Gastroenterology	1
Endocrinology	517	Nurse with rank: Assistant_Nurse	3
Endocrinology	517	Nurse with rank: Supervisor_Nurse	3
Endocrinology	518	Administrative staff with role: Accountant	1
Endocrinology	518	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Endocrinology	518	Doctor with specialty: Endocrinology	1
Endocrinology	518	Doctor with specialty: Gastroenterology	1
Endocrinology	518	Doctor with specialty: Internal Medicine	1
Endocrinology	518	Nurse with rank: Assistant_Nurse	3
Endocrinology	518	Nurse with rank: Supervisor_Nurse	3
Internal Medicine	519	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Internal Medicine	519	Administrative staff with role: Software Applications Administrator (Software)	1
Internal Medicine	519	Doctor with specialty: Cardiac Surgery	1
Internal Medicine	519	Doctor with specialty: Nephrology	1
Internal Medicine	519	Doctor with specialty: Rheumatology	1
Internal Medicine	519	Nurse with rank: Assistant_Nurse	2
Internal Medicine	519	Nurse with rank: Senior_Nurse	3
Internal Medicine	519	Nurse with rank: Supervisor_Nurse	1
Internal Medicine	520	Administrative staff with role: Secretary	1
Internal Medicine	520	Administrative staff with role: Software Applications Administrator (Software)	1
Internal Medicine	520	Doctor with specialty: Dermatology	1
Internal Medicine	520	Doctor with specialty: Nephrology	1
Internal Medicine	520	Doctor with specialty: Rheumatology	1
Internal Medicine	520	Nurse with rank: Assistant_Nurse	1
Internal Medicine	520	Nurse with rank: Senior_Nurse	2
Internal Medicine	520	Nurse with rank: Supervisor_Nurse	3
Internal Medicine	521	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Internal Medicine	521	Administrative staff with role: Software Applications Administrator (Software)	1
Internal Medicine	521	Doctor with specialty: Dermatology	1
Internal Medicine	521	Doctor with specialty: Rheumatology	2
Internal Medicine	521	Nurse with rank: Assistant_Nurse	4
Internal Medicine	521	Nurse with rank: Senior_Nurse	1
Internal Medicine	521	Nurse with rank: Supervisor_Nurse	1
Pediatrics	522	Administrative staff with role: Human Resources Manager	1
Pediatrics	522	Administrative staff with role: Software Applications Administrator (Software)	1
Pediatrics	522	Doctor with specialty: Pediatrics	1
Pediatrics	522	Nurse with rank: Assistant_Nurse	3
Pediatrics	522	Nurse with rank: Senior_Nurse	2
Pediatrics	522	Nurse with rank: Supervisor_Nurse	1
Pediatrics	523	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Pediatrics	523	Administrative staff with role: Software Applications Administrator (Software)	1
Pediatrics	523	Doctor with specialty: Cardiac Surgery	1
Pediatrics	523	Doctor with specialty: Pediatrics	2
Pediatrics	523	Nurse with rank: Assistant_Nurse	2
Pediatrics	523	Nurse with rank: Senior_Nurse	1
Pediatrics	523	Nurse with rank: Supervisor_Nurse	3
Pediatrics	524	Administrative staff with role: Accountant	1
Pediatrics	524	Administrative staff with role: Procurement Officer	1
Pediatrics	524	Doctor with specialty: Cardiac Surgery	1
Pediatrics	524	Doctor with specialty: Pediatrics	2
Pediatrics	524	Nurse with rank: Assistant_Nurse	3
Pediatrics	524	Nurse with rank: Senior_Nurse	1
Pediatrics	524	Nurse with rank: Supervisor_Nurse	2
Gastroenterology	525	Administrative staff with role: Accountant	1
Gastroenterology	525	Administrative staff with role: Software Applications Administrator (Software)	1
Gastroenterology	525	Doctor with specialty: Gastroenterology	2
Gastroenterology	525	Doctor with specialty: General Surgery	1
Gastroenterology	525	Nurse with rank: Assistant_Nurse	2
Gastroenterology	525	Nurse with rank: Senior_Nurse	3
Gastroenterology	525	Nurse with rank: Supervisor_Nurse	1
Gastroenterology	526	Administrative staff with role: Accountant	1
Gastroenterology	526	Administrative staff with role: Procurement Officer	1
Gastroenterology	526	Doctor with specialty: Gastroenterology	1
Gastroenterology	526	Doctor with specialty: General Surgery	1
Gastroenterology	526	Doctor with specialty: Internal Medicine	1
Gastroenterology	526	Nurse with rank: Assistant_Nurse	1
Gastroenterology	526	Nurse with rank: Senior_Nurse	2
Gastroenterology	526	Nurse with rank: Supervisor_Nurse	3
Gastroenterology	527	Administrative staff with role: Procurement Officer	1
Gastroenterology	527	Administrative staff with role: Secretary	1
Gastroenterology	527	Doctor with specialty: Gastroenterology	1
Gastroenterology	527	Doctor with specialty: General Surgery	1
Gastroenterology	527	Doctor with specialty: Internal Medicine	1
Gastroenterology	527	Nurse with rank: Assistant_Nurse	3
Gastroenterology	527	Nurse with rank: Senior_Nurse	2
Gastroenterology	527	Nurse with rank: Supervisor_Nurse	1
Cardiology	528	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Cardiology	528	Administrative staff with role: Software Applications Administrator (Software)	1
Cardiology	528	Doctor with specialty: Cardiac Surgery	2
Cardiology	528	Doctor with specialty: Vascular Surgery	1
Cardiology	528	Nurse with rank: Assistant_Nurse	2
Cardiology	528	Nurse with rank: Senior_Nurse	1
Cardiology	528	Nurse with rank: Supervisor_Nurse	3
Cardiology	529	Administrative staff with role: Human Resources Manager	1
Cardiology	529	Administrative staff with role: Procurement Officer	1
Cardiology	529	Doctor with specialty: Cardiac Surgery	1
Cardiology	529	Doctor with specialty: Cardiology	1
Cardiology	529	Doctor with specialty: Vascular Surgery	1
Cardiology	529	Nurse with rank: Senior_Nurse	2
Cardiology	529	Nurse with rank: Supervisor_Nurse	4
Cardiology	530	Administrative staff with role: Human Resources Manager	1
Cardiology	530	Administrative staff with role: Procurement Officer	1
Cardiology	530	Doctor with specialty: Cardiac Surgery	1
Cardiology	530	Doctor with specialty: Cardiology	1
Cardiology	530	Doctor with specialty: Vascular Surgery	1
Cardiology	530	Nurse with rank: Assistant_Nurse	1
Cardiology	530	Nurse with rank: Senior_Nurse	3
Cardiology	530	Nurse with rank: Supervisor_Nurse	2
Surgical Department	531	Administrative staff with role: Procurement Officer	1
Surgical Department	531	Administrative staff with role: Software Applications Administrator (Software)	1
Surgical Department	531	Doctor with specialty: Plastic Surgery	1
Surgical Department	531	Doctor with specialty: Urology	2
Surgical Department	531	Nurse with rank: Assistant_Nurse	3
Surgical Department	531	Nurse with rank: Senior_Nurse	2
Surgical Department	531	Nurse with rank: Supervisor_Nurse	1
Surgical Department	532	Administrative staff with role: Accountant	1
Surgical Department	532	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Surgical Department	532	Doctor with specialty: Neurosurgery	1
Surgical Department	532	Doctor with specialty: Ophthalmology	2
Surgical Department	532	Nurse with rank: Assistant_Nurse	3
Surgical Department	532	Nurse with rank: Senior_Nurse	2
Surgical Department	532	Nurse with rank: Supervisor_Nurse	1
Surgical Department	533	Administrative staff with role: Accountant	1
Surgical Department	533	Administrative staff with role: Procurement Officer	1
Surgical Department	533	Doctor with specialty: General Surgery	1
Surgical Department	533	Doctor with specialty: Neurosurgery	1
Surgical Department	533	Doctor with specialty: Vascular Surgery	1
Surgical Department	533	Nurse with rank: Assistant_Nurse	3
Surgical Department	533	Nurse with rank: Senior_Nurse	1
Surgical Department	533	Nurse with rank: Supervisor_Nurse	2
Neurology	534	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Neurology	534	Administrative staff with role: Procurement Officer	1
Neurology	534	Doctor with specialty: Neurology	1
Neurology	534	Doctor with specialty: Neurosurgery	1
Neurology	534	Doctor with specialty: Physical Medicine & Rehabilitation	1
Neurology	534	Nurse with rank: Assistant_Nurse	2
Neurology	534	Nurse with rank: Senior_Nurse	3
Neurology	534	Nurse with rank: Supervisor_Nurse	1
Neurology	535	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Neurology	535	Administrative staff with role: Software Applications Administrator (Software)	1
Neurology	535	Doctor with specialty: Neurology	1
Neurology	535	Doctor with specialty: Neurosurgery	1
Neurology	535	Doctor with specialty: Physical Medicine & Rehabilitation	1
Neurology	535	Nurse with rank: Assistant_Nurse	3
Neurology	535	Nurse with rank: Senior_Nurse	3
Neurology	536	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Neurology	536	Administrative staff with role: Software Applications Administrator (Software)	1
Neurology	536	Doctor with specialty: Neurology	1
Neurology	536	Doctor with specialty: Neurosurgery	1
Neurology	536	Doctor with specialty: Physical Medicine & Rehabilitation	1
Neurology	536	Nurse with rank: Assistant_Nurse	1
Neurology	536	Nurse with rank: Senior_Nurse	3
Neurology	536	Nurse with rank: Supervisor_Nurse	2
Emergency Department	537	Administrative staff with role: Human Resources Manager	1
Emergency Department	537	Administrative staff with role: Secretary	1
Emergency Department	537	Nurse with rank: Assistant_Nurse	1
Emergency Department	537	Nurse with rank: Senior_Nurse	3
Emergency Department	537	Nurse with rank: Supervisor_Nurse	2
Emergency Department	538	Administrative staff with role: Human Resources Manager	2
Emergency Department	538	Doctor with specialty: Cardiology	1
Emergency Department	538	Doctor with specialty: General Surgery	1
Emergency Department	538	Doctor with specialty: Orthopedics	1
Emergency Department	538	Nurse with rank: Assistant_Nurse	3
Emergency Department	538	Nurse with rank: Senior_Nurse	3
Emergency Department	539	Administrative staff with role: Human Resources Manager	1
Emergency Department	539	Administrative staff with role: Software Applications Administrator (Software)	1
Emergency Department	539	Doctor with specialty: Cardiology	1
Emergency Department	539	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	1
Emergency Department	539	Doctor with specialty: Orthopedics	1
Emergency Department	539	Nurse with rank: Assistant_Nurse	3
Emergency Department	539	Nurse with rank: Senior_Nurse	2
Emergency Department	539	Nurse with rank: Supervisor_Nurse	1
ICU (Intensive Care Unit)	540	Administrative staff with role: Secretary	2
ICU (Intensive Care Unit)	540	Nurse with rank: Senior_Nurse	3
ICU (Intensive Care Unit)	540	Nurse with rank: Supervisor_Nurse	3
ICU (Intensive Care Unit)	541	Administrative staff with role: Human Resources Manager	1
ICU (Intensive Care Unit)	541	Administrative staff with role: Network and Computer Administrator (Hardware)	1
ICU (Intensive Care Unit)	541	Doctor with specialty: Internal Medicine	1
ICU (Intensive Care Unit)	541	Doctor with specialty: Pulmonology	1
ICU (Intensive Care Unit)	541	Doctor with specialty: Rheumatology	1
ICU (Intensive Care Unit)	541	Nurse with rank: Assistant_Nurse	2
ICU (Intensive Care Unit)	541	Nurse with rank: Senior_Nurse	3
ICU (Intensive Care Unit)	541	Nurse with rank: Supervisor_Nurse	1
ICU (Intensive Care Unit)	542	Administrative staff with role: Accountant	2
ICU (Intensive Care Unit)	542	Doctor with specialty: Nephrology	1
ICU (Intensive Care Unit)	542	Doctor with specialty: Pulmonology	1
ICU (Intensive Care Unit)	542	Nurse with rank: Assistant_Nurse	3
ICU (Intensive Care Unit)	542	Nurse with rank: Supervisor_Nurse	3
Orthopedics	543	Administrative staff with role: Accountant	1
Orthopedics	543	Administrative staff with role: Human Resources Manager	1
Orthopedics	543	Doctor with specialty: Physical Medicine & Rehabilitation	1
Orthopedics	543	Nurse with rank: Assistant_Nurse	1
Orthopedics	543	Nurse with rank: Senior_Nurse	2
Orthopedics	543	Nurse with rank: Supervisor_Nurse	3
Orthopedics	544	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Orthopedics	544	Administrative staff with role: Procurement Officer	1
Orthopedics	544	Doctor with specialty: Orthopedics	1
Orthopedics	544	Doctor with specialty: Physical Medicine & Rehabilitation	2
Orthopedics	544	Nurse with rank: Assistant_Nurse	2
Orthopedics	544	Nurse with rank: Senior_Nurse	3
Orthopedics	544	Nurse with rank: Supervisor_Nurse	1
Orthopedics	545	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Orthopedics	545	Administrative staff with role: Secretary	1
Orthopedics	545	Doctor with specialty: Orthopedics	1
Orthopedics	545	Doctor with specialty: Physical Medicine & Rehabilitation	1
Orthopedics	545	Doctor with specialty: Rheumatology	1
Orthopedics	545	Nurse with rank: Assistant_Nurse	2
Orthopedics	545	Nurse with rank: Senior_Nurse	2
Orthopedics	545	Nurse with rank: Supervisor_Nurse	2
OB/GYN	546	Administrative staff with role: Accountant	1
OB/GYN	546	Administrative staff with role: Network and Computer Administrator (Hardware)	1
OB/GYN	546	Nurse with rank: Assistant_Nurse	3
OB/GYN	546	Nurse with rank: Senior_Nurse	2
OB/GYN	546	Nurse with rank: Supervisor_Nurse	1
OB/GYN	547	Administrative staff with role: Network and Computer Administrator (Hardware)	2
OB/GYN	547	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	3
OB/GYN	547	Nurse with rank: Assistant_Nurse	2
OB/GYN	547	Nurse with rank: Senior_Nurse	1
OB/GYN	547	Nurse with rank: Supervisor_Nurse	3
OB/GYN	548	Administrative staff with role: Accountant	1
OB/GYN	548	Administrative staff with role: Secretary	1
OB/GYN	548	Doctor with specialty: Neurosurgery	1
OB/GYN	548	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	2
OB/GYN	548	Nurse with rank: Assistant_Nurse	1
OB/GYN	548	Nurse with rank: Senior_Nurse	3
OB/GYN	548	Nurse with rank: Supervisor_Nurse	2
Anesthesiology	549	Administrative staff with role: Procurement Officer	1
Anesthesiology	549	Administrative staff with role: Secretary	1
Anesthesiology	549	Nurse with rank: Assistant_Nurse	4
Anesthesiology	549	Nurse with rank: Senior_Nurse	1
Anesthesiology	549	Nurse with rank: Supervisor_Nurse	1
Anesthesiology	550	Administrative staff with role: Accountant	1
Anesthesiology	550	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Anesthesiology	550	Doctor with specialty: Anesthesiology	2
Anesthesiology	550	Nurse with rank: Assistant_Nurse	1
Anesthesiology	550	Nurse with rank: Senior_Nurse	2
Anesthesiology	550	Nurse with rank: Supervisor_Nurse	3
Anesthesiology	551	Administrative staff with role: Accountant	1
Anesthesiology	551	Administrative staff with role: Software Applications Administrator (Software)	1
Anesthesiology	551	Doctor with specialty: Anesthesiology	2
Anesthesiology	551	Doctor with specialty: Ophthalmology	1
Anesthesiology	551	Nurse with rank: Assistant_Nurse	2
Anesthesiology	551	Nurse with rank: Senior_Nurse	3
Anesthesiology	551	Nurse with rank: Supervisor_Nurse	1
Psychiatry	552	Administrative staff with role: Accountant	1
Psychiatry	552	Administrative staff with role: Human Resources Manager	1
Psychiatry	552	Doctor with specialty: Psychiatry	1
Psychiatry	552	Nurse with rank: Assistant_Nurse	1
Psychiatry	552	Nurse with rank: Senior_Nurse	3
Psychiatry	552	Nurse with rank: Supervisor_Nurse	2
Psychiatry	553	Administrative staff with role: Human Resources Manager	1
Psychiatry	553	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Psychiatry	553	Doctor with specialty: Cardiac Surgery	1
Psychiatry	553	Doctor with specialty: Psychiatry	2
Psychiatry	553	Nurse with rank: Assistant_Nurse	1
Psychiatry	553	Nurse with rank: Senior_Nurse	3
Psychiatry	553	Nurse with rank: Supervisor_Nurse	2
Psychiatry	554	Administrative staff with role: Accountant	1
Psychiatry	554	Administrative staff with role: Procurement Officer	1
Psychiatry	554	Doctor with specialty: Cardiac Surgery	1
Psychiatry	554	Doctor with specialty: Psychiatry	2
Psychiatry	554	Nurse with rank: Assistant_Nurse	2
Psychiatry	554	Nurse with rank: Senior_Nurse	2
Psychiatry	554	Nurse with rank: Supervisor_Nurse	2
Pulmonology	555	Administrative staff with role: Human Resources Manager	1
Pulmonology	555	Administrative staff with role: Procurement Officer	1
Pulmonology	555	Doctor with specialty: Oncology	1
Pulmonology	555	Nurse with rank: Assistant_Nurse	1
Pulmonology	555	Nurse with rank: Senior_Nurse	3
Pulmonology	555	Nurse with rank: Supervisor_Nurse	2
Pulmonology	556	Administrative staff with role: Accountant	1
Pulmonology	556	Administrative staff with role: Secretary	1
Pulmonology	556	Doctor with specialty: Oncology	1
Pulmonology	556	Doctor with specialty: Pathology	1
Pulmonology	556	Doctor with specialty: Pulmonology	1
Pulmonology	556	Nurse with rank: Assistant_Nurse	2
Pulmonology	556	Nurse with rank: Senior_Nurse	2
Pulmonology	556	Nurse with rank: Supervisor_Nurse	2
Pulmonology	557	Administrative staff with role: Human Resources Manager	1
Pulmonology	557	Administrative staff with role: Software Applications Administrator (Software)	1
Pulmonology	557	Doctor with specialty: Oncology	1
Pulmonology	557	Doctor with specialty: Pathology	1
Pulmonology	557	Doctor with specialty: Pulmonology	1
Pulmonology	557	Nurse with rank: Assistant_Nurse	1
Pulmonology	557	Nurse with rank: Senior_Nurse	3
Pulmonology	557	Nurse with rank: Supervisor_Nurse	2
Biopathology	558	Administrative staff with role: Human Resources Manager	1
Biopathology	558	Administrative staff with role: Software Applications Administrator (Software)	1
Biopathology	558	Doctor with specialty: Biopathology	2
Biopathology	558	Doctor with specialty: Microbiology	1
Biopathology	558	Nurse with rank: Assistant_Nurse	1
Biopathology	558	Nurse with rank: Senior_Nurse	2
Biopathology	558	Nurse with rank: Supervisor_Nurse	3
Biopathology	559	Administrative staff with role: Software Applications Administrator (Software)	2
Biopathology	559	Doctor with specialty: Biopathology	1
Biopathology	559	Doctor with specialty: Microbiology	1
Biopathology	559	Doctor with specialty: Radiology	1
Biopathology	559	Nurse with rank: Assistant_Nurse	4
Biopathology	559	Nurse with rank: Senior_Nurse	2
Biopathology	560	Administrative staff with role: Network and Computer Administrator (Hardware)	2
Biopathology	560	Doctor with specialty: Pathology	1
Biopathology	560	Doctor with specialty: Radiology	2
Biopathology	560	Nurse with rank: Assistant_Nurse	2
Biopathology	560	Nurse with rank: Senior_Nurse	3
Biopathology	560	Nurse with rank: Supervisor_Nurse	1
Endocrinology	561	Administrative staff with role: Network and Computer Administrator (Hardware)	2
Endocrinology	561	Doctor with specialty: Endocrinology	1
Endocrinology	561	Nurse with rank: Assistant_Nurse	3
Endocrinology	561	Nurse with rank: Senior_Nurse	2
Endocrinology	561	Nurse with rank: Supervisor_Nurse	1
Endocrinology	562	Administrative staff with role: Accountant	1
Endocrinology	562	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Endocrinology	562	Doctor with specialty: Endocrinology	1
Endocrinology	562	Doctor with specialty: Gastroenterology	1
Endocrinology	562	Doctor with specialty: Internal Medicine	1
Endocrinology	562	Nurse with rank: Assistant_Nurse	1
Endocrinology	562	Nurse with rank: Senior_Nurse	3
Endocrinology	562	Nurse with rank: Supervisor_Nurse	2
